img,place_name,place_tag, review_num
https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230511_255%2F1683788768238oPCFI_PNG%2FKakaoTalk_20230509_115039690.png,마초쉐프 광명점,이탈리아음식, 1735
https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240227_124%2F1709016752578lWGpE_JPEG%2F1.jpg,이자와 광명소하점,일식당, 1579
https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240411_86%2F1712823333330twaPV_JPEG%2FA4_04535.JPG,화목칼국수 광명점, 한식, 147
https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240701_113%2F1719817320769duYvc_JPEG%2F1IMG_5473.jpg,현주방, 요리주점, 12
